log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_011,2020-01-01 02:26:45.617487+00:00,5.0,5.0,5.0,30.0,2.57381426779787,0.9499313752494724,0.0,30,10,2.449489742783178,18,6.0,19.99400107861111,3.002885200373441,17.0,13.0,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.03333333333333333,0.1,0.06666666666666667,0.16666666666666666,0,0,0,0,0
training_011,2020-01-01 14:26:45.617487+00:00,5.0,5.0,3.0,27.0,2.4696480910746947,1.128920436417493,0.0,27,14,4.349329450233296,14,6.0,20.253512898280423,3.095821794655972,16.0,11.0,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.0,0.14814814814814814,0.037037037037037035,0.18518518518518517,0.0,0.18518518518518517,0,0,0,0,0
training_011,2020-01-02 02:26:45.617487+00:00,7.0,5.0,5.0,25.0,2.8627789495184874,1.0370578288910257,0.0,25,11,3.1841621957571338,18,6.0,21.419015880345118,3.0729880338343314,18.0,12.0,0.16,0.16,0.2,0.0,0.12,0.0,0.08,0.08,0.2,0,0,0,0,0
training_011,2020-01-02 14:26:45.617487+00:00,9.0,7.0,6.0,40.0,2.4605396688741465,0.9427911363638439,0.0,40,20,6.262764742685312,23,6.0,20.612945273253967,2.846316477460139,19.0,10.0,0.15,0.125,0.1,0.025,0.15,0.1,0.15,0.025,0.175,0,0,0,0,0
training_011,2020-01-03 02:26:45.617487+00:00,11.0,8.0,11.0,58.0,1.9037628321472486,1.081729909503107,0.0,58,22,6.394442031083626,38,6.0,18.134232716194337,2.7583612816159335,35.0,20.0,0.15517241379310345,0.13793103448275862,0.1724137931034483,0.0,0.10344827586206896,0.06896551724137931,0.13793103448275862,0.08620689655172414,0.13793103448275862,0,0,0,0,0
training_011,2020-01-03 14:26:45.617487+00:00,7.0,7.0,6.0,40.0,2.0477595836185096,0.8531347769089845,0.0,40,19,5.82141639885766,23,6.0,18.905437110261765,2.8281017431037068,24.0,12.0,0.15,0.15,0.125,0.025,0.175,0.025,0.15,0.0,0.2,0,0,0,0,0
training_011,2020-01-04 02:26:45.617487+00:00,8.0,7.0,8.0,44.0,2.418383822651396,0.7977377714831594,0.0,44,18,4.955356249106169,29,6.0,19.894615587037038,3.0073936898021887,30.0,20.0,0.13636363636363635,0.18181818181818182,0.13636363636363635,0.0,0.1590909090909091,0.06818181818181818,0.13636363636363635,0.022727272727272728,0.1590909090909091,0,0,0,0,0
training_011,2020-01-04 14:26:45.617487+00:00,9.0,9.0,8.0,50.0,2.2886431704035073,0.9230898647520069,0.0,50,16,5.055250296034367,31,6.0,20.390510953079595,2.9788525153408494,35.0,16.0,0.14,0.16,0.16,0.0,0.14,0.02,0.12,0.08,0.18,0,0,0,0,0
training_011,2020-01-05 02:26:45.617487+00:00,7.0,6.0,6.0,35.0,2.757489553703277,0.8221997741418181,0.0,35,16,4.705198071164368,22,6.0,22.56814341076389,3.143233107362809,22.0,15.0,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.0,0.17142857142857143,0.0,0.11428571428571428,0.02857142857142857,0.17142857142857143,0,0,0,0,0
training_011,2020-01-05 14:26:45.617487+00:00,5.0,4.0,5.0,29.0,3.0439955492424446,0.542157634609069,0.0,29,10,2.852873794770615,20,6.0,21.11604534702381,3.116713367452679,21.0,14.0,0.1724137931034483,0.13793103448275862,0.13793103448275862,0.0,0.1724137931034483,0.06896551724137931,0.10344827586206896,0.06896551724137931,0.13793103448275862,0,0,0,0,0
training_011,2020-01-06 02:26:45.617487+00:00,12.0,12.0,11.0,68.0,2.0541420417024696,0.8456301975905778,0.0,68,31,9.140872800534725,40,6.0,20.438428715442676,3.05684293489621,47.0,18.0,0.16176470588235295,0.14705882352941177,0.14705882352941177,0.0,0.16176470588235295,0.014705882352941176,0.1323529411764706,0.058823529411764705,0.17647058823529413,0,0,0,0,0
