log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_017,2020-01-01 03:21:00.942444+00:00,5.0,5.0,3.0,22.0,2.6819274893070917,1.142216850613769,0.0,22,9,3.091206165165235,15,5.0,12.29486425177469,1.9657151059946694,14.0,9.0,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.09090909090909091,0.2727272727272727,0,0,0,0,0
training_017,2020-01-01 11:21:00.942444+00:00,7.0,5.0,6.0,35.0,2.246314779399153,0.9575450234494088,0.0,35,12,3.5316033500695148,23,6.0,12.707993301550927,2.5368520301292024,26.0,15.0,0.14285714285714285,0.17142857142857143,0.17142857142857143,0.02857142857142857,0.11428571428571428,0.05714285714285714,0.14285714285714285,0.0,0.17142857142857143,0,0,0,0,0
training_017,2020-01-01 19:21:00.942444+00:00,4.0,3.0,2.0,17.0,2.9146996357093418,0.9542662290209254,0.0,17,6,2.034425935955617,12,5.0,12.29607813935185,1.851940857407105,10.0,9.0,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,0.0,0.17647058823529413,0.0,0.17647058823529413,0,0,0,0,0
training_017,2020-01-02 03:21:00.942444+00:00,6.0,4.0,5.0,26.0,2.53099746779675,0.9610041121001813,0.0,26,9,2.560381915956203,19,6.0,16.16018608580247,2.788899300151845,20.0,12.0,0.11538461538461539,0.19230769230769232,0.15384615384615385,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0,0,0,0,0
training_017,2020-01-02 11:21:00.942444+00:00,6.0,5.0,5.0,28.0,2.5830778808916732,0.7940538914036545,0.0,28,8,1.8856180831641267,19,6.0,15.921509969606483,2.219765625868113,15.0,10.0,0.14285714285714285,0.17857142857142858,0.17857142857142858,0.0,0.14285714285714285,0.0,0.17857142857142858,0.0,0.17857142857142858,0,0,0,0,0
training_017,2020-01-02 19:21:00.942444+00:00,9.0,8.0,7.0,49.0,1.7628305015710932,0.9983609364636875,0.0,49,19,5.6984403324262525,31,6.0,14.03010898659844,2.5358822522579145,32.0,15.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.061224489795918366,0.14285714285714285,0.02040816326530612,0.10204081632653061,0.08163265306122448,0.16326530612244897,0,0,0,0,0
training_017,2020-01-03 03:21:00.942444+00:00,3.0,1.0,3.0,9.0,2.0459440565891147,0.9345340527655878,0.0,9,3,0.9574271077563381,7,5.0,12.431513494907408,1.8097282282662182,7.0,7.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0,0,0,0,0
training_017,2020-01-03 11:21:00.942444+00:00,7.0,7.0,5.0,32.0,1.9932589611438236,0.9809705594972993,0.0,32,13,4.0276819911981905,21,6.0,15.493244250062324,2.61430977390628,19.0,10.0,0.15625,0.15625,0.15625,0.0,0.09375,0.03125,0.125,0.03125,0.25,0,0,0,0,0
training_017,2020-01-03 19:21:00.942444+00:00,7.0,5.0,6.0,37.0,2.213912988477162,0.9241775415838999,0.0,37,9,2.1147629234082532,26,6.0,13.423935493700398,2.58561400297418,28.0,18.0,0.10810810810810811,0.16216216216216217,0.13513513513513514,0.02702702702702703,0.13513513513513514,0.10810810810810811,0.13513513513513514,0.05405405405405406,0.13513513513513514,0,0,0,0,0
training_017,2020-01-04 03:21:00.942444+00:00,6.0,5.0,6.0,33.0,1.979463745968164,0.9120825544780035,0.0,33,13,3.685557397915997,23,6.0,16.842518193930605,2.875490036882365,24.0,16.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.15151515151515152,0.0,0.15151515151515152,0.0,0.15151515151515152,0,0,0,0,0
training_017,2020-01-04 11:21:00.942444+00:00,10.0,10.0,8.0,52.0,2.0029193346714864,0.8241195758148882,0.0,52,20,5.70574758954123,33,6.0,15.522791540231482,2.6890972524328607,34.0,18.0,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.038461538461538464,0.09615384615384616,0.057692307692307696,0.15384615384615385,0.038461538461538464,0.19230769230769232,0,0,0,0,0
