log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_016,2020-01-01 02:12:01.207575+00:00,13.0,13.0,13.0,78.0,2.4144825706665802,0.820625216870925,0.0,78,13,4.331281565541543,66,10.0,22.573886155246957,3.1401773813024625,62.0,36.0,0.15384615384615385,0.02564102564102564,0.16666666666666666,0.1282051282051282,0.15384615384615385,0.0,0.19230769230769232,0.01282051282051282,0.16666666666666666,0,0,0,0,0
training_016,2020-01-02 02:12:01.207575+00:00,16.0,16.0,16.0,96.0,2.30932003061213,0.8978919688070568,0.0,96,19,5.10294032886923,79,10.0,20.919548412588917,3.0308531143237927,72.0,41.0,0.16666666666666666,0.0,0.16666666666666666,0.15625,0.14583333333333334,0.010416666666666666,0.16666666666666666,0.03125,0.15625,0,0,0,0,0
training_016,2020-01-03 02:12:01.207575+00:00,14.0,14.0,12.0,75.0,2.4529976639392532,0.9154556040964886,0.0,75,15,4.522167621838006,62,10.0,16.9077369089492,2.406962277886835,53.0,31.0,0.13333333333333333,0.013333333333333334,0.18666666666666668,0.17333333333333334,0.12,0.013333333333333334,0.16,0.04,0.16,0,0,0,0,0
training_016,2020-01-04 02:12:01.207575+00:00,13.0,11.0,13.0,75.0,2.491001710317123,0.9938105246503639,0.0,75,12,3.3241540277189325,60,10.0,20.440285099972222,3.0961648069540315,57.0,35.0,0.12,0.0,0.16,0.18666666666666668,0.16,0.013333333333333334,0.2,0.013333333333333334,0.14666666666666667,0,0,0,0,0
training_016,2020-01-05 02:12:01.207575+00:00,19.0,19.0,19.0,114.0,2.0455309027473567,1.0084852357489755,0.0,114,19,4.923413450036469,91,10.0,19.31129835135068,2.907511704152934,84.0,49.0,0.14035087719298245,0.02631578947368421,0.18421052631578946,0.14912280701754385,0.14035087719298245,0.017543859649122806,0.16666666666666666,0.017543859649122806,0.15789473684210525,0,0,0,0,0
training_016,2020-01-06 02:12:01.207575+00:00,18.0,18.0,15.0,101.0,2.1633101317050776,0.9151767430349109,0.0,101,16,4.908156476723211,84,10.0,20.123132292912164,3.004071613009058,75.0,41.0,0.12871287128712872,0.009900990099009901,0.1782178217821782,0.13861386138613863,0.16831683168316833,0.0,0.18811881188118812,0.009900990099009901,0.1782178217821782,0,0,0,0,0
training_016,2020-01-07 02:12:01.207575+00:00,22.0,19.0,21.0,119.0,2.1717206653534205,0.8609992634003346,0.0,119,22,6.024118192731613,101,10.0,21.06602486125959,3.033813211916125,93.0,47.0,0.15966386554621848,0.008403361344537815,0.15966386554621848,0.15126050420168066,0.15966386554621848,0.008403361344537815,0.17647058823529413,0.01680672268907563,0.15966386554621848,0,0,0,0,0
training_016,2020-01-08 02:12:01.207575+00:00,17.0,16.0,16.0,95.0,2.2474735218091717,1.0143942667034727,0.0,95,19,5.352569476429054,82,10.0,19.554553471359675,2.93049127754129,75.0,42.0,0.14736842105263157,0.042105263157894736,0.16842105263157894,0.16842105263157894,0.12631578947368421,0.0,0.1368421052631579,0.042105263157894736,0.16842105263157894,0,0,0,0,0
training_016,2020-01-09 02:12:01.207575+00:00,18.0,17.0,18.0,105.0,2.2345539853847134,0.9294980378396533,0.0,105,16,4.341658669218482,89,10.0,20.379209972486116,2.974548796682039,82.0,44.0,0.1523809523809524,0.009523809523809525,0.17142857142857143,0.1619047619047619,0.1523809523809524,0.0,0.18095238095238095,0.01904761904761905,0.1523809523809524,0,0,0,0,0
training_016,2020-01-10 02:12:01.207575+00:00,17.0,17.0,17.0,102.0,2.158938642384764,0.9261322922008086,0.0,102,20,5.455272678794342,86,10.0,21.625871535869255,3.0375484528389656,79.0,45.0,0.14705882352941177,0.00980392156862745,0.16666666666666666,0.17647058823529413,0.1568627450980392,0.0,0.16666666666666666,0.00980392156862745,0.16666666666666666,0,0,0,0,0
