log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_030,2020-01-01 01:22:18.734055+00:00,5.0,5.0,4.0,29.0,2.6914659770012768,0.6796181164770065,0.0,29,6,1.5761900266148114,24,8.0,21.308452115243057,2.710689295935209,22.0,16.0,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.0,0.1724137931034483,0.0,0.1724137931034483,0.0,0.1724137931034483,0,0,0,0,0
training_030,2020-01-01 09:22:18.734055+00:00,8.0,7.0,8.0,43.0,1.6931404452794434,0.829620522503896,0.0,43,10,2.912795049432761,30,8.0,20.262241562621526,3.089622931354681,31.0,24.0,0.16279069767441862,0.18604651162790697,0.16279069767441862,0.0,0.16279069767441862,0.0,0.16279069767441862,0.0,0.16279069767441862,0,0,0,0,0
training_030,2020-01-01 17:22:18.734055+00:00,8.0,8.0,8.0,48.0,1.733138285252397,0.8569966729563134,0.0,48,9,1.8027756377319946,43,8.0,18.99368943433366,2.9610527765263255,38.0,28.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0,0,0,0,0
training_030,2020-01-02 01:22:18.734055+00:00,3.0,3.0,2.0,14.0,3.025816312890237,0.4865799177611281,0.0,14,4,1.1989578808281798,12,7.0,14.480237487326388,2.098875575732191,9.0,8.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.21428571428571427,0,0,0,0,0
training_030,2020-01-02 09:22:18.734055+00:00,4.0,3.0,4.0,22.0,2.5062137197094816,1.0704458802193333,0.0,22,4,1.3919410907075054,15,7.0,17.77603809791667,2.723709731292988,16.0,11.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.13636363636363635,0.0,0.13636363636363635,0,0,0,0,0
training_030,2020-01-02 17:22:18.734055+00:00,2.0,2.0,0.0,8.0,2.4333714332215393,0.7107354889918737,0.0,8,4,1.3228756555322954,5,4.0,11.857390726041668,1.1785339084954507,5.0,5.0,0.125,0.0,0.125,0.0,0.25,0.0,0.25,0.0,0.25,0,0,0,0,0
training_030,2020-01-03 01:22:18.734055+00:00,3.0,1.0,3.0,10.0,2.586264331358984,0.8446116839783793,0.0,10,2,0.82915619758885,10,6.0,10.76717489375,1.5614661889351882,8.0,8.0,0.2,0.3,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0,0,0,0,0
training_030,2020-01-03 09:22:18.734055+00:00,4.0,4.0,2.0,18.0,2.5342095688971087,0.6259355206024572,0.0,18,5,1.3919410907075054,15,7.0,16.258356916527777,2.0957137836559996,11.0,9.0,0.16666666666666666,0.1111111111111111,0.16666666666666666,0.0,0.16666666666666666,0.0,0.2222222222222222,0.0,0.16666666666666666,0,0,0,0,0
training_030,2020-01-03 17:22:18.734055+00:00,12.0,10.0,11.0,62.0,1.9309141403695584,0.7490307832615724,0.0,62,13,3.307189138830738,47,8.0,21.347795060565666,3.151839496254321,46.0,27.0,0.16129032258064516,0.1774193548387097,0.16129032258064516,0.0,0.14516129032258066,0.016129032258064516,0.16129032258064516,0.016129032258064516,0.16129032258064516,0,0,0,0,0
training_030,2020-01-04 01:22:18.734055+00:00,6.0,5.0,6.0,34.0,2.5132764539754873,0.7108914756546343,0.0,34,8,1.984313483298443,29,8.0,20.036823357552084,3.0436395388525197,28.0,20.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.0,0.17647058823529413,0.0,0.14705882352941177,0.0,0.14705882352941177,0,0,0,0,0
