log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_007,2020-01-01 00:21:04.098387+00:00,6.0,6.0,5.0,32.0,2.10302430107311,1.1107380990051308,0.0,32,8,1.9390719429665317,25,10.0,11.913286516180557,2.2222097876573854,22.0,19.0,0.125,0.03125,0.1875,0.15625,0.0,0.0625,0.15625,0.15625,0.125,0,0,0,0,0
training_007,2020-01-01 08:21:04.098387+00:00,8.0,7.0,7.0,42.0,2.0939383126423263,0.8813914694129812,0.0,42,12,3.2802438933713454,31,10.0,10.600899487569446,2.1413156623556078,29.0,24.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.047619047619047616,0.0,0.14285714285714285,0.11904761904761904,0.19047619047619047,0,0,0,0,0
training_007,2020-01-01 16:21:04.098387+00:00,12.0,11.0,12.0,70.0,1.5800890041018691,0.9577492718159659,0.0,70,17,4.9396356140913875,51,10.0,9.868325064637252,2.294734327062618,53.0,29.0,0.14285714285714285,0.014285714285714285,0.15714285714285714,0.17142857142857143,0.07142857142857142,0.02857142857142857,0.17142857142857143,0.08571428571428572,0.15714285714285714,0,0,0,0,0
training_007,2020-01-02 00:21:04.098387+00:00,5.0,5.0,4.0,28.0,1.8104034096445378,0.872557762667753,0.0,28,8,2.4413111231467406,21,9.0,7.448724564583332,1.7069336326396882,18.0,14.0,0.14285714285714285,0.07142857142857142,0.17857142857142858,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.10714285714285714,0,0,0,0,0
training_007,2020-01-02 08:21:04.098387+00:00,7.0,6.0,7.0,38.0,2.1004116995146243,0.9332089934585676,0.0,38,11,3.026549190084311,28,9.0,10.06736177409091,1.9671986266800219,25.0,20.0,0.13157894736842105,0.0,0.15789473684210525,0.15789473684210525,0.02631578947368421,0.07894736842105263,0.18421052631578946,0.13157894736842105,0.13157894736842105,0,0,0,0,0
training_007,2020-01-02 16:21:04.098387+00:00,7.0,7.0,6.0,38.0,1.7518382773262415,0.9127261902975692,0.0,38,13,3.4871191548325386,29,9.0,7.826079420440172,2.09512095598559,28.0,22.0,0.15789473684210525,0.0,0.18421052631578946,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.13157894736842105,0,0,0,0,0
training_007,2020-01-03 00:21:04.098387+00:00,5.0,4.0,4.0,25.0,2.3410135757205177,1.0837234088174401,0.0,25,6,1.857417562100671,20,8.0,8.2012555575,1.9005255263070264,19.0,19.0,0.16,0.04,0.16,0.12,0.12,0.04,0.16,0.04,0.16,0,0,0,0,0
training_007,2020-01-03 08:21:04.098387+00:00,8.0,7.0,8.0,45.0,2.1626355481145327,0.848719591678243,0.0,45,15,4.341658669218482,31,9.0,10.254499076304231,2.0529173207348332,30.0,21.0,0.15555555555555556,0.0,0.15555555555555556,0.17777777777777778,0.044444444444444446,0.022222222222222223,0.17777777777777778,0.13333333333333333,0.13333333333333333,0,0,0,0,0
training_007,2020-01-03 16:21:04.098387+00:00,6.0,6.0,5.0,35.0,2.0764897579725674,0.9694659079287354,0.0,35,8,2.8722813232690143,27,8.0,8.64955395617262,1.6716093864091488,24.0,18.0,0.17142857142857143,0.0,0.17142857142857143,0.17142857142857143,0.08571428571428572,0.05714285714285714,0.14285714285714285,0.05714285714285714,0.14285714285714285,0,0,0,0,0
training_007,2020-01-04 00:21:04.098387+00:00,9.0,8.0,9.0,49.0,2.0524959901771047,0.7770898293683872,0.0,49,12,3.961060464067672,39,10.0,9.331648662218011,2.221655622499288,35.0,27.0,0.12244897959183673,0.04081632653061224,0.1836734693877551,0.16326530612244897,0.061224489795918366,0.02040816326530612,0.1836734693877551,0.10204081632653061,0.12244897959183673,0,0,0,0,0
