log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_027,2020-01-01 01:43:35.507225+00:00,14.0,14.0,14.0,78.0,2.372456846280017,1.1133913259522528,0.0,78,19,5.075431016179809,60,10.0,19.27266071519578,2.9513764561304714,58.0,36.0,0.1794871794871795,0.0,0.1794871794871795,0.1282051282051282,0.16666666666666666,0.01282051282051282,0.15384615384615385,0.01282051282051282,0.16666666666666666,0,0,0,0,0
training_027,2020-01-02 01:43:35.507225+00:00,16.0,16.0,16.0,86.0,2.331855601220006,0.9217605196301631,0.0,86,18,5.257375771237966,70,10.0,21.041506992715938,2.98420277662095,62.0,35.0,0.18604651162790697,0.0,0.18604651162790697,0.11627906976744186,0.18604651162790697,0.0,0.12790697674418605,0.011627906976744186,0.18604651162790697,0,0,0,0,0
training_027,2020-01-03 01:43:35.507225+00:00,16.0,16.0,15.0,82.0,2.4316169354745414,0.9818936460933888,0.0,82,19,5.095095681142799,60,10.0,19.875598791363387,2.9991365516224535,55.0,33.0,0.18292682926829268,0.0,0.1951219512195122,0.10975609756097561,0.1951219512195122,0.012195121951219513,0.12195121951219512,0.0,0.18292682926829268,0,0,0,0,0
training_027,2020-01-04 01:43:35.507225+00:00,20.0,19.0,18.0,101.0,1.9315715958576902,0.9904251937730986,0.0,101,20,6.363175307973213,83,10.0,20.671640779636903,2.6680347672598783,76.0,43.0,0.19801980198019803,0.009900990099009901,0.18811881188118812,0.0891089108910891,0.16831683168316833,0.009900990099009901,0.13861386138613863,0.019801980198019802,0.1782178217821782,0,0,0,0,0
training_027,2020-01-05 01:43:35.507225+00:00,14.0,12.0,12.0,67.0,2.539260654433826,0.9792835290313777,0.0,67,13,3.848376280978772,51,10.0,23.073507563310997,2.6894575974968182,49.0,32.0,0.16417910447761194,0.014925373134328358,0.1791044776119403,0.13432835820895522,0.16417910447761194,0.0,0.14925373134328357,0.014925373134328358,0.1791044776119403,0,0,0,0,0
training_027,2020-01-06 01:43:35.507225+00:00,19.0,17.0,18.0,92.0,2.298216326459334,0.9502986653639564,0.0,92,21,6.161168720299745,78,10.0,20.30773941206029,2.9577464958448636,71.0,39.0,0.18478260869565216,0.0,0.18478260869565216,0.10869565217391304,0.17391304347826086,0.0,0.15217391304347827,0.021739130434782608,0.17391304347826086,0,0,0,0,0
training_027,2020-01-07 01:43:35.507225+00:00,13.0,12.0,12.0,65.0,2.745098244523892,0.9260662733980373,0.0,65,13,4.295346318982906,54,10.0,22.47525444701389,3.1489538904772245,51.0,31.0,0.18461538461538463,0.0,0.18461538461538463,0.12307692307692308,0.18461538461538463,0.0,0.13846153846153847,0.0,0.18461538461538463,0,0,0,0,0
training_027,2020-01-08 01:43:35.507225+00:00,24.0,23.0,23.0,125.0,2.107152550601295,0.9145714986092591,0.0,125,26,6.232976816898969,102,10.0,20.449038189277232,2.9487794290657647,92.0,56.0,0.176,0.016,0.192,0.104,0.168,0.0,0.16,0.008,0.176,0,0,0,0,0
training_027,2020-01-09 01:43:35.507225+00:00,16.0,15.0,16.0,84.0,2.4040883446340984,1.0080282299976489,0.0,84,19,6.406246951218788,68,10.0,21.391708903904775,3.0236469731832267,66.0,34.0,0.19047619047619047,0.0,0.17857142857142858,0.10714285714285714,0.19047619047619047,0.0,0.13095238095238096,0.011904761904761904,0.19047619047619047,0,0,0,0,0
training_027,2020-01-10 01:43:35.507225+00:00,23.0,23.0,22.0,114.0,2.1020403500451903,0.9514467977557393,0.0,114,29,8.380930735902785,91,10.0,20.96490125303891,3.0886170143032614,79.0,43.0,0.19298245614035087,0.0,0.20175438596491227,0.08771929824561403,0.19298245614035087,0.0,0.12280701754385964,0.008771929824561403,0.19298245614035087,0,0,0,0,0
training_027,2020-01-11 01:43:35.507225+00:00,18.0,17.0,16.0,88.0,2.4174717808331385,0.9919011621416421,0.0,88,20,5.344155686354956,76,10.0,21.488267479905986,3.0471167396367287,66.0,41.0,0.18181818181818182,0.011363636363636364,0.19318181818181818,0.09090909090909091,0.18181818181818182,0.0,0.14772727272727273,0.0,0.19318181818181818,0,0,0,0,0
training_027,2020-01-12 01:43:35.507225+00:00,19.0,17.0,17.0,95.0,2.3235013843117414,1.002975788087846,0.0,95,19,5.239274758971894,79,10.0,21.135485735040724,3.0231704251813367,72.0,42.0,0.18947368421052632,0.010526315789473684,0.17894736842105263,0.10526315789473684,0.17894736842105263,0.0,0.1368421052631579,0.010526315789473684,0.18947368421052632,0,0,0,0,0
training_027,2020-01-13 01:43:35.507225+00:00,16.0,14.0,15.0,80.0,2.361117207187386,0.9893604290517228,0.0,80,17,5.513619500836088,63,9.0,18.806945660663008,2.7006616067659905,59.0,33.0,0.175,0.0,0.175,0.1375,0.1625,0.0,0.175,0.0,0.175,0,0,0,0,0
training_027,2020-01-14 01:43:35.507225+00:00,13.0,12.0,12.0,69.0,2.5049804494355494,1.068942841636332,0.0,69,15,4.3920382511995495,60,10.0,19.443353170781744,2.9678243939988396,51.0,30.0,0.18840579710144928,0.014492753623188406,0.17391304347826086,0.10144927536231885,0.14492753623188406,0.043478260869565216,0.14492753623188406,0.057971014492753624,0.13043478260869565,0,0,0,0,0
training_027,2020-01-15 01:43:35.507225+00:00,15.0,14.0,15.0,80.0,2.237438632868626,1.0944932988355656,0.0,80,13,3.82099463490856,61,10.0,17.353277899859584,2.8558901876874696,59.0,41.0,0.15,0.0125,0.175,0.125,0.175,0.0125,0.15,0.025,0.175,0,0,0,0,0
