log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_006,2020-01-01 00:32:14.280794+00:00,10.0,10.0,9.0,55.0,2.116031760408963,0.954144006259806,0.0,55,13,4.044672421840859,40,8.0,14.54454898392272,2.690483502567213,39.0,24.0,0.12727272727272726,0.01818181818181818,0.21818181818181817,0.16363636363636364,0.16363636363636364,0.01818181818181818,0.16363636363636364,0.0,0.12727272727272726,0,0,0,0,0
training_006,2020-01-01 12:32:14.280794+00:00,11.0,10.0,11.0,65.0,2.021615360074581,0.887843649049681,0.0,65,15,5.372092236736075,49,7.0,11.439039088725199,2.2948377122210295,48.0,25.0,0.15384615384615385,0.015384615384615385,0.16923076923076924,0.16923076923076924,0.16923076923076924,0.0,0.15384615384615385,0.015384615384615385,0.15384615384615385,0,0,0,0,0
training_006,2020-01-02 00:32:14.280794+00:00,7.0,7.0,6.0,41.0,2.2472809965521092,0.9020535818173557,0.0,41,10,2.7128168017763383,32,8.0,14.967183922899306,2.705028074536355,33.0,24.0,0.17073170731707318,0.0,0.17073170731707318,0.17073170731707318,0.17073170731707318,0.0,0.14634146341463414,0.0,0.17073170731707318,0,0,0,0,0
training_006,2020-01-02 12:32:14.280794+00:00,13.0,12.0,9.0,57.0,2.1144201167990873,0.9882602875706036,0.0,57,15,4.3714271125114275,47,8.0,14.239200957321938,2.594732575753346,42.0,24.0,0.15789473684210525,0.0,0.22807017543859648,0.14035087719298245,0.14035087719298245,0.0,0.15789473684210525,0.0,0.17543859649122806,0,0,0,0,0
training_006,2020-01-03 00:32:14.280794+00:00,14.0,10.0,12.0,68.0,1.8507229149797695,1.0347324754769012,0.0,68,16,3.968626966596886,53,8.0,14.918872205390624,2.7149768211857728,56.0,35.0,0.17647058823529413,0.0,0.14705882352941177,0.17647058823529413,0.17647058823529413,0.0,0.17647058823529413,0.0,0.14705882352941177,0,0,0,0,0
training_006,2020-01-03 12:32:14.280794+00:00,18.0,16.0,16.0,95.0,1.8582422808118568,0.7899731326513144,0.0,95,26,8.084514518510064,64,8.0,16.88916437152875,2.8631674075658684,69.0,33.0,0.15789473684210525,0.0,0.16842105263157894,0.16842105263157894,0.16842105263157894,0.0,0.16842105263157894,0.0,0.16842105263157894,0,0,0,0,0
training_006,2020-01-04 00:32:14.280794+00:00,11.0,9.0,10.0,61.0,1.8507029211829311,0.9005712142020288,0.0,61,20,5.0974871260259205,45,8.0,17.271743380610946,2.83503809536068,47.0,24.0,0.18032786885245902,0.0,0.14754098360655737,0.16393442622950818,0.18032786885245902,0.0,0.16393442622950818,0.0,0.16393442622950818,0,0,0,0,0
training_006,2020-01-04 12:32:14.280794+00:00,6.0,5.0,6.0,32.0,2.291121505990448,1.0555646485543957,0.0,32,7,2.5,23,8.0,15.45542870513393,2.7289480892471896,26.0,18.0,0.15625,0.0,0.15625,0.1875,0.15625,0.0,0.1875,0.0,0.15625,0,0,0,0,0
training_006,2020-01-05 00:32:14.280794+00:00,2.0,2.0,2.0,12.0,2.9256753772019013,0.6067497978577148,0.0,12,5,1.5,9,6.0,11.296226949583334,2.1234242788306457,8.0,8.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0,0,0,0,0
training_006,2020-01-05 12:32:14.280794+00:00,6.0,6.0,6.0,36.0,2.077364132093554,1.1225662305657391,0.0,36,11,3.1622776601683795,24,8.0,15.80547418091856,2.70415776852613,27.0,17.0,0.1388888888888889,0.05555555555555555,0.16666666666666666,0.1388888888888889,0.1388888888888889,0.0,0.1388888888888889,0.05555555555555555,0.16666666666666666,0,0,0,0,0
training_006,2020-01-06 00:32:14.280794+00:00,5.0,5.0,4.0,28.0,2.6887858860019964,0.815383185416273,0.0,28,7,2.179449471770337,22,8.0,16.082702201185516,2.7720244671742096,21.0,16.0,0.17857142857142858,0.0,0.17857142857142858,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.03571428571428571,0.17857142857142858,0,0,0,0,0
training_006,2020-01-06 12:32:14.280794+00:00,5.0,4.0,5.0,26.0,2.7510873149276414,0.9563411712147847,0.0,26,5,1.479019945774904,21,7.0,13.624710740624998,2.5031828625238903,20.0,16.0,0.15384615384615385,0.0,0.15384615384615385,0.19230769230769232,0.15384615384615385,0.0,0.19230769230769232,0.0,0.15384615384615385,0,0,0,0,0
training_006,2020-01-07 00:32:14.280794+00:00,11.0,11.0,9.0,60.0,2.1934925649980617,0.7642700549739602,0.0,60,17,5.07444578254611,48,8.0,14.267688051403187,2.6896349132742627,48.0,26.0,0.18333333333333332,0.0,0.18333333333333332,0.15,0.15,0.0,0.13333333333333333,0.016666666666666666,0.18333333333333332,0,0,0,0,0
training_006,2020-01-07 12:32:14.280794+00:00,9.0,7.0,8.0,47.0,2.2245701697865834,0.985269649997225,0.0,47,12,3.179524335494226,39,8.0,13.182211715486112,2.501352442514662,38.0,26.0,0.1276595744680851,0.02127659574468085,0.14893617021276595,0.19148936170212766,0.1702127659574468,0.02127659574468085,0.14893617021276595,0.0425531914893617,0.1276595744680851,0,0,0,0,0
training_006,2020-01-08 00:32:14.280794+00:00,11.0,10.0,10.0,56.0,2.311576542897386,0.8593831563034573,0.0,56,18,6.06217782649107,37,7.0,11.455554069770999,2.262743627010509,42.0,17.0,0.16071428571428573,0.0,0.17857142857142858,0.16071428571428573,0.16071428571428573,0.0,0.17857142857142858,0.0,0.16071428571428573,0,0,0,0,0
training_006,2020-01-08 12:32:14.280794+00:00,8.0,7.0,5.0,37.0,2.24527218190627,1.177331624571386,0.0,37,12,3.8058343369095824,29,8.0,17.12580600827546,2.7537135304128233,26.0,17.0,0.13513513513513514,0.02702702702702703,0.1891891891891892,0.13513513513513514,0.13513513513513514,0.0,0.13513513513513514,0.02702702702702703,0.21621621621621623,0,0,0,0,0
training_006,2020-01-09 00:32:14.280794+00:00,8.0,5.0,7.0,39.0,2.309451892488198,1.0318319986625308,0.0,39,10,3.0998991919093113,31,7.0,14.24294309453373,2.4712370934787105,33.0,21.0,0.1794871794871795,0.0,0.1282051282051282,0.20512820512820512,0.1794871794871795,0.02564102564102564,0.1794871794871795,0.0,0.10256410256410256,0,0,0,0,0
training_006,2020-01-09 12:32:14.280794+00:00,8.0,7.0,8.0,43.0,2.3127089683128266,0.903809531983095,0.0,43,15,4.414110895752394,30,8.0,15.552032178402776,2.432284526867774,34.0,20.0,0.13953488372093023,0.023255813953488372,0.16279069767441862,0.16279069767441862,0.13953488372093023,0.0,0.18604651162790697,0.023255813953488372,0.16279069767441862,0,0,0,0,0
training_006,2020-01-10 00:32:14.280794+00:00,6.0,6.0,6.0,36.0,2.4493319200075114,0.6933061448206296,0.0,36,14,4.358898943540674,23,7.0,12.303865491476522,2.349592987400846,25.0,17.0,0.16666666666666666,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.0,0.16666666666666666,0.0,0.16666666666666666,0,0,0,0,0
training_006,2020-01-10 12:32:14.280794+00:00,9.0,9.0,7.0,48.0,2.349207080804181,0.8744575408963858,0.0,48,12,3.8078865529319543,39,8.0,14.756119001890783,2.7625165602575006,38.0,24.0,0.16666666666666666,0.020833333333333332,0.1875,0.14583333333333334,0.14583333333333334,0.020833333333333332,0.14583333333333334,0.0,0.16666666666666666,0,0,0,0,0
training_006,2020-01-11 00:32:14.280794+00:00,8.0,6.0,8.0,42.0,2.0061955136461314,0.9325898144420498,0.0,42,14,4.175823272122517,31,8.0,14.072813880203373,2.7201213832330944,35.0,21.0,0.14285714285714285,0.0,0.14285714285714285,0.19047619047619047,0.19047619047619047,0.0,0.19047619047619047,0.0,0.14285714285714285,0,0,0,0,0
training_006,2020-01-11 12:32:14.280794+00:00,3.0,3.0,2.0,14.0,2.960723367115492,0.9990609256476222,0.0,14,6,1.8540496217739157,10,6.0,9.985513629861112,1.942672026950664,8.0,8.0,0.14285714285714285,0.0,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.21428571428571427,0,0,0,0,0
