log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_028,2020-01-01 03:56:56.284861+00:00,19.0,19.0,19.0,114.0,2.2999354670436674,0.8869513730455106,0.0,114,22,5.986651818838306,90,10.0,19.905831316423804,3.0676631425770156,88.0,47.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0,0,0,0,0
training_028,2020-01-02 03:56:56.284861+00:00,22.0,22.0,20.0,127.0,2.1243849209423398,0.9084977035945444,0.0,127,23,7.2532751223154355,106,10.0,18.791940356749315,2.9941255199146797,96.0,53.0,0.16535433070866143,0.0,0.1732283464566929,0.16535433070866143,0.16535433070866143,0.0,0.15748031496062992,0.0,0.1732283464566929,0,0,0,0,0
training_028,2020-01-03 03:56:56.284861+00:00,24.0,22.0,23.0,132.0,1.8909167948381957,0.9217716790121563,0.0,132,28,8.459314393022641,109,10.0,20.08340652324145,3.0452260698005817,105.0,44.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.17424242424242425,0.0,0.1590909090909091,0,0,0,0,0
training_028,2020-01-04 03:56:56.284861+00:00,17.0,16.0,15.0,95.0,2.161231500265444,1.0079773688189484,0.0,95,19,5.818075283115543,77,10.0,19.815657968575092,3.0731785973968004,75.0,39.0,0.16842105263157894,0.0,0.16842105263157894,0.16842105263157894,0.16842105263157894,0.0,0.15789473684210525,0.0,0.16842105263157894,0,0,0,0,0
training_028,2020-01-05 03:56:56.284861+00:00,22.0,20.0,20.0,121.0,2.133242348974161,0.8873013186499774,0.0,121,22,6.040695324215582,102,10.0,20.8859874190724,3.1189885369615737,94.0,50.0,0.1652892561983471,0.0,0.1652892561983471,0.1652892561983471,0.1652892561983471,0.0,0.1652892561983471,0.0,0.17355371900826447,0,0,0,0,0
training_028,2020-01-06 03:56:56.284861+00:00,26.0,24.0,26.0,149.0,1.982943384512831,0.832060560569207,0.0,149,30,8.466994744299775,120,10.0,19.798345245776936,3.0584243073841266,117.0,57.0,0.16778523489932887,0.0,0.1610738255033557,0.16778523489932887,0.16778523489932887,0.0,0.174496644295302,0.0,0.1610738255033557,0,0,0,0,0
training_028,2020-01-07 03:56:56.284861+00:00,18.0,18.0,18.0,108.0,2.178659430849059,0.8933439181160505,0.0,108,25,6.705221845696084,86,10.0,20.650173012012033,2.7891991153758107,84.0,41.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0,0,0,0,0
training_028,2020-01-08 03:56:56.284861+00:00,16.0,16.0,16.0,96.0,2.2913564233608663,0.818500171237979,0.0,96,18,5.571355310873647,79,10.0,19.38285401958617,3.027356153450966,75.0,45.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0,0,0,0,0
training_028,2020-01-09 03:56:56.284861+00:00,17.0,17.0,16.0,98.0,2.1780425622505577,0.9654401810136193,0.0,98,18,5.055689863905815,78,10.0,20.823235400136017,3.1102740760012653,73.0,41.0,0.16326530612244897,0.0,0.17346938775510204,0.16326530612244897,0.16326530612244897,0.0,0.16326530612244897,0.0,0.17346938775510204,0,0,0,0,0
training_028,2020-01-10 03:56:56.284861+00:00,23.0,22.0,22.0,135.0,2.1173553819973954,0.8966479537225411,0.0,135,22,5.643580423808985,107,10.0,19.901311545645264,3.046395142469648,103.0,60.0,0.17037037037037037,0.0,0.16296296296296298,0.17037037037037037,0.17037037037037037,0.0,0.16296296296296298,0.0,0.16296296296296298,0,0,0,0,0
training_028,2020-01-11 03:56:56.284861+00:00,20.0,19.0,16.0,105.0,2.2794043975666543,0.9334611608913403,0.0,105,26,7.915175298121956,79,10.0,20.486707963233883,3.0715462735975976,73.0,38.0,0.14285714285714285,0.0,0.18095238095238095,0.1619047619047619,0.18095238095238095,0.0,0.1523809523809524,0.0,0.18095238095238095,0,0,0,0,0
training_028,2020-01-12 03:56:56.284861+00:00,28.0,24.0,28.0,154.0,1.9008117271989333,0.9555508858892588,0.0,154,30,8.511169132381285,124,10.0,20.274802647310388,3.0744243113223377,117.0,54.0,0.18181818181818182,0.0,0.15584415584415584,0.16883116883116883,0.15584415584415584,0.0,0.18181818181818182,0.0,0.15584415584415584,0,0,0,0,0
training_028,2020-01-13 03:56:56.284861+00:00,22.0,22.0,21.0,128.0,2.193509523530751,0.7889111500660715,0.0,128,26,7.493997598078078,104,10.0,21.10216699271411,3.1474555644063282,96.0,47.0,0.1640625,0.0,0.171875,0.1640625,0.1640625,0.0,0.1640625,0.0,0.171875,0,0,0,0,0
training_028,2020-01-14 03:56:56.284861+00:00,24.0,23.0,23.0,137.0,2.0892267476663537,0.9152442762953596,0.0,137,30,8.234682750416074,109,10.0,21.811926831242015,3.160313674110331,105.0,49.0,0.1678832116788321,0.0,0.1678832116788321,0.1678832116788321,0.1678832116788321,0.0,0.1678832116788321,0.0,0.16058394160583941,0,0,0,0,0
training_028,2020-01-15 03:56:56.284861+00:00,18.0,17.0,15.0,100.0,2.409230814604856,0.736320645045941,0.0,100,19,6.016643582596529,82,10.0,20.161920694560777,3.09177811416233,78.0,42.0,0.17,0.0,0.17,0.17,0.17,0.0,0.15,0.0,0.17,0,0,0,0,0
training_028,2020-01-16 03:56:56.284861+00:00,21.0,18.0,19.0,110.0,2.0849824737743274,1.0462563774495284,0.0,110,21,7.252585745787498,91,10.0,20.037689123003968,3.0451526594590264,85.0,45.0,0.16363636363636364,0.0,0.16363636363636364,0.16363636363636364,0.16363636363636364,0.0,0.17272727272727273,0.0,0.17272727272727273,0,0,0,0,0
training_028,2020-01-17 03:56:56.284861+00:00,30.0,28.0,29.0,171.0,1.9205200936555247,0.8222561873130927,0.0,171,33,10.153324578678651,135,10.0,20.94950519226358,3.1110462575049462,132.0,54.0,0.1695906432748538,0.0,0.16374269005847952,0.16374269005847952,0.1695906432748538,0.0,0.1695906432748538,0.0,0.16374269005847952,0,0,0,0,0
