log_id,window_start,active_cases,new_arrivals,completions,total_events,mean_delta_t,std_delta_t,stalled_cases,res_events_total,res_events_max,res_events_std,res_active_total,res_n_busy,res_duration_mean,res_wait_mean,res_handover_total,res_handover_unique,intra_S0,intra_S1,intra_S2,intra_S3,intra_S4,intra_S5,intra_S6,intra_S7,intra_S8,drift_control_flow,drift_data,drift_inter_case,drift_resource,drift_any
training_022,2020-01-01 00:49:47.490036+00:00,16.0,16.0,14.0,89.0,1.8262941700136077,0.9053094538141653,0.0,89,24,6.0711922222904455,69,8.0,14.390081188007981,2.6013643540788447,63.0,33.0,0.056179775280898875,0.1348314606741573,0.19101123595505617,0.12359550561797752,0.10112359550561797,0.11235955056179775,0.10112359550561797,0.07865168539325842,0.10112359550561797,0,0,0,0,0
training_022,2020-01-01 12:49:47.490036+00:00,10.0,8.0,10.0,55.0,2.022775691647261,1.050771465097762,0.0,55,15,3.585997071945263,42,8.0,15.358620902309855,2.642315911152897,40.0,30.0,0.07272727272727272,0.10909090909090909,0.16363636363636364,0.14545454545454545,0.16363636363636364,0.05454545454545454,0.07272727272727272,0.10909090909090909,0.10909090909090909,0,0,0,0,0
training_022,2020-01-02 00:49:47.490036+00:00,10.0,10.0,8.0,52.0,2.2173310300251727,0.9265798655196571,0.0,52,15,3.391164991562634,42,8.0,15.451449201121031,2.652105210426321,37.0,25.0,0.09615384615384616,0.11538461538461539,0.19230769230769232,0.09615384615384616,0.09615384615384616,0.07692307692307693,0.11538461538461539,0.038461538461538464,0.17307692307692307,0,0,0,0,0
training_022,2020-01-02 12:49:47.490036+00:00,13.0,11.0,11.0,66.0,2.0392080734269933,0.8911584900378464,0.0,66,20,5.425633603552677,52,8.0,16.913596803465907,2.7587608267809625,49.0,28.0,0.13636363636363635,0.030303030303030304,0.16666666666666666,0.15151515151515152,0.15151515151515152,0.045454545454545456,0.07575757575757576,0.10606060606060606,0.13636363636363635,0,0,0,0,0
training_022,2020-01-03 00:49:47.490036+00:00,10.0,8.0,9.0,53.0,2.2152646491427004,0.9776870046465066,0.0,53,16,4.580870550452174,41,8.0,13.98150644921379,2.58588801464345,39.0,22.0,0.05660377358490566,0.16981132075471697,0.1509433962264151,0.07547169811320754,0.1320754716981132,0.05660377358490566,0.1509433962264151,0.07547169811320754,0.1320754716981132,0,0,0,0,0
training_022,2020-01-03 12:49:47.490036+00:00,3.0,2.0,3.0,15.0,2.5863355760720834,0.9553123104854093,0.0,15,4,1.3635890143294642,10,6.0,8.752717577083335,1.863912941441565,11.0,11.0,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.13333333333333333,0,0,0,0,0
training_022,2020-01-04 00:49:47.490036+00:00,9.0,9.0,8.0,51.0,2.161702499498658,0.91667895308122,0.0,51,10,1.79843682124227,41,8.0,13.212956109632938,2.252856288955262,35.0,21.0,0.058823529411764705,0.13725490196078433,0.17647058823529413,0.13725490196078433,0.1568627450980392,0.0784313725490196,0.058823529411764705,0.09803921568627451,0.09803921568627451,0,0,0,0,0
training_022,2020-01-04 12:49:47.490036+00:00,14.0,13.0,13.0,79.0,1.8780629627108867,0.9165599537246799,0.0,79,20,4.702060718451007,58,8.0,14.317173685722402,2.618005953608334,54.0,32.0,0.0759493670886076,0.08860759493670886,0.17721518987341772,0.12658227848101267,0.1518987341772152,0.10126582278481013,0.0759493670886076,0.08860759493670886,0.11392405063291139,0,0,0,0,0
training_022,2020-01-05 00:49:47.490036+00:00,11.0,10.0,10.0,59.0,2.010325887908845,0.9992506708223564,0.0,59,17,4.897384506039933,43,7.0,12.100892534023732,2.2892623936511685,39.0,22.0,0.11864406779661017,0.05084745762711865,0.1694915254237288,0.13559322033898305,0.1694915254237288,0.06779661016949153,0.0847457627118644,0.06779661016949153,0.13559322033898305,0,0,0,0,0
training_022,2020-01-05 12:49:47.490036+00:00,6.0,5.0,6.0,33.0,2.371102782435705,0.9536076452543324,0.0,33,8,2.521780125229002,25,8.0,19.678730256545137,2.9465992169732313,23.0,16.0,0.09090909090909091,0.09090909090909091,0.15151515151515152,0.12121212121212122,0.18181818181818182,0.030303030303030304,0.12121212121212122,0.09090909090909091,0.12121212121212122,0,0,0,0,0
